"ID","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Dt_Customer","Recency","Complain","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","AcceptedCmp1","AcceptedCmp2","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","Response","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","Income","Z_CostContact","Z_Revenue","Response_Total","Age","Age_Group"
5562,1974,Graduation,Married,,0,1,"06-26-2013",92,0,502,12,109,16,6,90,2,0,0,0,0,0,0,7,2,10,6," $60,093.00 ","","","0",52,"46-55"
5564,1969,Graduation,Together,,0,1,"09-08-2012",26,0,509,133,497,78,24,97,2,0,0,0,0,0,0,7,5,6,4," $62,882.00 ","","","0",57,"56+"
5577,1983,Graduation,Together,,1,0,"03-05-2014",77,0,8,0,9,2,1,3,1,0,0,0,0,0,0,1,0,2,6," $43,776.00 ","","","0",43,"36-45"
5585,1972,Graduation,Single,,1,0,"04-20-2013",1,0,12,2,17,6,1,10,2,0,0,0,0,0,1,2,0,3,8," $21,359.00 ","","","1",54,"46-55"
5589,1964,Graduation,Divorced,,0,1,"08-31-2012",95,0,631,0,115,10,7,30,3,0,0,0,0,0,0,9,2,10,7," $51,983.00 ","","","0",62,"56+"
5596,1956,"2n Cycle",Together,,0,1,"12-10-2013",44,0,513,14,154,19,0,28,1,0,0,0,0,0,0,9,2,9,6," $58,821.00 ","","","0",70,"56+"
5602,1989,PhD,Together,,0,0,"05-17-2013",98,0,466,22,432,147,113,102,1,0,0,0,0,0,0,8,7,12,3," $66,973.00 ","","","0",37,"36-45"
5610,1965,Graduation,Together,,1,1,"04-21-2014",58,0,7,3,10,8,1,7,2,0,0,0,0,0,0,1,0,3,7," $33,456.00 ","","","0",61,"56+"
5621,1969,Graduation,Married,,1,1,"12-12-2012",8,0,73,57,100,71,15,0,5,0,0,0,0,0,1,6,1,5,9," $48,752.00 ","","","1",57,"56+"
5623,1980,Master,Married,,1,0,"09-26-2013",95,0,15,4,13,0,0,19,1,0,0,1,0,0,0,1,1,2,7," $31,535.00 ","","","1",46,"46-55"
5626,1964,PhD,Single,,0,0,"11-23-2013",13,0,338,4,89,11,8,13,1,0,0,0,0,0,0,4,2,9,4," $61,798.00 ","","","0",62,"56+"
5628,1982,Graduation,Together,,0,0,"08-02-2013",25,0,848,154,323,201,61,78,1,0,0,1,0,0,0,10,3,10,6," $61,416.00 ","","","1",44,"36-45"
5631,1991,Graduation,Single,,0,0,"02-05-2013",92,0,202,47,197,55,42,149,1,0,0,0,0,0,0,5,4,8,4," $49,767.00 ","","","0",35,"26-35"
5633,1980,Graduation,Married,,1,1,"06-25-2014",47,0,97,12,84,13,10,15,7,0,0,0,0,0,0,3,1,6,5," $50,183.00 ","","","0",46,"46-55"
5636,1963,Graduation,Single,,0,0,"09-11-2012",50,0,51,4,50,12,1,49,1,0,0,0,0,0,1,4,0,3,8," $30,983.00 ","","","1",63,"56+"
5642,1979,Master,Together,,1,0,"09-12-2013",0,0,140,4,61,0,13,4,2,0,0,0,0,0,0,3,1,6,4," $62,499.00 ","","","0",47,"46-55"
5644,1957,Graduation,Together,,0,1,"12-10-2013",96,0,309,3,24,4,3,20,2,0,0,0,1,0,0,5,1,7,7," $42,213.00 ","","","1",69,"56+"
5654,1972,Graduation,Married,,2,1,"03-16-2014",34,0,20,4,10,6,4,17,2,0,0,0,0,0,0,2,0,3,6," $36,026.00 ","","","0",54,"46-55"
5667,1964,PhD,Married,,0,1,"11-10-2012",90,0,1013,30,399,60,46,153,3,0,0,0,0,0,1,9,10,4,6," $60,896.00 ","","","1",62,"56+"
5675,1960,PhD,Divorced,,0,1,"04-10-2012",98,0,459,0,24,6,0,4,6,0,0,0,1,0,0,4,5,7,6," $50,611.00 ","","","1",66,"56+"
5680,1984,"2n Cycle",Married,,1,0,"04-22-2014",66,0,10,4,7,0,6,3,1,0,0,0,0,0,0,1,0,3,6," $35,684.00 ","","","0",42,"36-45"
5682,1953,PhD,Single,,0,1,"03-23-2013",8,0,948,10,86,13,21,21,4,0,0,0,0,0,0,6,9,11,5," $64,108.00 ","","","0",73,"56+"
5684,1971,Master,Divorced,,1,1,"11-10-2013",25,0,56,0,9,0,0,3,2,0,0,0,0,0,0,2,0,3,7," $44,635.00 ","","","0",55,"46-55"
5687,1980,Graduation,Divorced,,0,0,"09-23-2012",98,0,563,50,774,28,31,187,1,0,0,0,0,0,0,7,7,12,3," $81,702.00 ","","","0",46,"46-55"
5692,1989,Basic,Married,,1,0,"12-22-2012",82,0,1,4,3,8,9,7,1,0,0,0,0,0,0,1,0,3,8," $25,443.00 ","","","0",37,"36-45"
5710,1970,Graduation,Together,,0,1,"10-10-2012",31,0,110,0,5,2,0,3,2,0,0,0,1,0,0,2,1,4,5," $40,548.00 ","","","1",56,"56+"
5718,1950,Graduation,Married,,0,0,"08-15-2013",17,0,674,168,108,192,42,231,1,1,0,0,0,1,1,5,11,6,3," $80,763.00 ","","","3",76,"56+"
5721,1956,PhD,Married,,0,0,"11-05-2014",60,0,611,76,749,59,45,26,1,0,0,0,0,1,0,7,10,6,2," $84,117.00 ","","","1",70,"56+"
5723,1976,PhD,Together,,0,1,"11-01-2014",63,0,81,1,31,2,1,0,1,0,0,0,0,0,0,1,1,5,2," $49,187.00 ","","","0",50,"46-55"
5726,1983,Master,Single,,1,0,"03-20-2014",15,1,16,7,23,0,8,6,3,0,0,0,0,0,0,3,0,4,5," $31,788.00 ","","","0",43,"36-45"
5731,1983,Master,Married,,1,0,"05-04-2013",64,0,12,0,13,2,0,10,1,0,0,0,0,0,0,1,0,3,7," $27,100.00 ","","","0",43,"36-45"
5734,1974,PhD,Married,,1,1,"11-20-2013",83,0,46,4,36,2,2,1,1,0,0,0,0,0,0,2,0,4,5," $61,917.00 ","","","0",52,"46-55"
5735,1991,Master,Single,,0,0,"02-13-2014",29,0,1156,120,915,94,144,96,1,0,0,0,0,1,0,3,4,10,1," $90,638.00 ","","","1",35,"26-35"
5740,1970,"2n Cycle",Divorced,,1,1,"02-14-2013",1,0,4,2,12,7,5,26,2,0,0,0,0,0,1,1,2,2,6," $25,959.00 ","","","1",56,"56+"
5748,1965,Graduation,Married,,0,1,"01-12-2012",96,0,115,27,44,4,146,139,3,0,0,0,0,0,1,5,2,6,5," $59,754.00 ","","","1",61,"56+"
5751,1973,"2n Cycle",Divorced,,1,0,"02-13-2014",54,0,2,3,10,11,2,10,1,0,0,0,0,0,0,1,0,3,6," $31,163.00 ","","","0",53,"46-55"
5756,1983,Graduation,Together,,1,0,"03-04-2014",64,0,46,0,7,0,0,2,2,0,0,0,0,0,0,2,0,3,6," $39,453.00 ","","","0",43,"36-45"
5758,1982,Graduation,Married,,0,0,"01-14-2014",23,0,1074,0,69,0,0,46,1,1,1,1,0,1,1,10,4,13,6," $65,169.00 ","","","5",44,"36-45"
5763,1972,Master,Together,,1,0,"10-11-2013",63,0,123,17,171,39,0,30,5,0,0,0,0,0,0,6,2,5,6," $49,854.00 ","","","0",54,"46-55"
5782,1982,"2n Cycle",Together,,0,1,"09-28-2013",15,0,402,35,106,101,77,42,2,0,0,0,1,0,0,9,2,9,5," $58,582.00 ","","","1",44,"36-45"
5788,1972,Graduation,Together,,1,0,"02-17-2013",46,0,56,10,92,19,7,25,3,0,0,0,0,0,0,3,2,4,5," $46,053.00 ","","","0",54,"46-55"
5790,1985,Graduation,Married,,1,0,"01-27-2013",62,0,25,6,16,20,0,5,2,0,0,0,0,0,0,2,0,3,8," $31,158.00 ","","","0",41,"36-45"
5794,1974,PhD,Married,,0,1,"03-17-2014",1,0,408,0,21,0,0,17,3,1,0,0,1,0,1,7,1,7,8," $46,374.00 ","","","3",52,"46-55"
5796,1963,Graduation,Married,,0,0,"11-26-2013",70,0,560,21,442,29,44,29,1,0,0,0,0,1,0,4,5,13,1," $77,437.00 ","","","1",63,"56+"
5798,1973,Master,Together,,0,0,"11-23-2013",87,0,445,37,359,98,28,18,1,0,0,0,0,0,0,2,4,8,1,"","","","0",53,"46-55"
5802,1972,Basic,Married,,0,0,"02-28-2013",40,0,2,7,11,16,12,27,1,0,0,0,0,0,0,2,0,4,6," $14,188.00 ","","","0",54,"46-55"
5823,1970,PhD,Single,,0,1,"08-03-2014",63,0,35,0,2,0,0,2,2,0,0,0,0,0,0,1,0,4,5," $32,303.00 ","","","0",56,"56+"
5824,1972,PhD,Together,,2,1,"11-04-2014",1,0,7,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,6," $34,578.00 ","","","0",54,"46-55"
5827,1958,Graduation,Divorced,,1,1,"04-16-2014",53,0,36,0,12,2,2,10,4,0,0,0,0,0,0,3,1,3,5," $35,246.00 ","","","0",68,"56+"
5830,1972,PhD,Single,,0,0,"12-09-2012",96,0,899,102,838,133,102,40,1,0,0,0,0,0,1,5,6,10,2," $86,857.00 ","","","1",54,"46-55"
5831,1967,Graduation,Married,,0,1,"08-22-2012",93,0,1017,50,500,65,50,133,3,1,0,0,1,0,1,5,5,5,8," $77,870.00 ","","","3",59,"56+"
5832,1960,"2n Cycle",Together,,0,0,"04-20-2014",32,0,493,183,352,184,23,28,0,0,0,0,0,0,0,3,5,13,0," $92,556.00 ","","","0",66,"56+"
5835,1976,PhD,Divorced,,1,0,"02-07-2013",39,0,21,2,28,3,2,9,3,0,0,0,0,0,0,2,0,4,8," $14,849.00 ","","","0",50,"46-55"
5837,1967,Graduation,Married,,1,1,"12-28-2012",67,0,247,8,160,6,8,65,7,0,0,0,0,0,0,6,3,6,7," $51,479.00 ","","","0",59,"56+"
5841,1966,Graduation,Together,,0,1,"06-28-2013",61,0,606,7,155,10,0,54,5,0,0,0,0,0,0,10,3,8,7," $60,894.00 ","","","0",60,"56+"
5846,1977,Graduation,Divorced,,1,0,"12-19-2012",68,0,2,1,6,2,1,1,1,0,0,0,0,0,0,1,0,2,6," $40,246.00 ","","","0",49,"46-55"
5847,1969,Graduation,Divorced,,0,1,"05-29-2013",95,0,312,21,206,102,92,149,3,0,0,0,0,0,0,7,3,10,5," $69,901.00 ","","","0",57,"56+"
5848,1970,Graduation,Together,,0,0,"01-13-2014",43,0,724,74,929,97,55,130,1,0,1,1,0,1,1,5,6,7,2," $81,205.00 ","","","4",56,"56+"
5863,1953,Graduation,Married,,0,1,"05-29-2013",95,0,359,0,134,13,26,123,4,0,0,0,0,0,0,6,3,8,5," $47,703.00 ","","","0",73,"56+"
5866,1974,Graduation,Together,,1,0,"03-20-2014",39,0,97,3,66,12,7,34,3,0,0,0,0,0,0,4,1,4,7," $48,186.00 ","","","0",52,"46-55"
5868,1980,Graduation,Married,,1,0,"08-22-2013",49,0,2,4,9,10,5,16,2,0,0,0,0,0,0,1,0,3,7," $19,107.00 ","","","0",46,"46-55"
5871,1979,Master,Together,,0,0,"08-31-2012",98,0,73,28,217,10,24,115,3,0,0,0,0,0,0,6,1,6,8," $24,401.00 ","","","0",47,"46-55"
5872,1951,Graduation,Single,,0,1,"01-06-2013",23,0,240,90,216,63,6,24,4,0,0,0,0,0,0,4,4,10,3," $60,689.00 ","","","0",75,"56+"
5883,1972,Graduation,Married,,1,0,"05-26-2013",78,0,138,120,204,16,126,60,3,0,0,0,0,0,0,7,4,7,5," $77,981.00 ","","","0",54,"46-55"
5885,1973,"2n Cycle",Married,,2,1,"08-22-2012",94,0,73,3,90,12,1,32,7,0,0,0,0,0,0,4,1,4,8," $35,688.00 ","","","0",53,"46-55"
5892,1980,Graduation,Married,,1,0,"10-04-2013",11,0,158,6,45,8,2,2,7,0,0,0,0,0,0,3,2,5,7," $34,968.00 ","","","0",46,"46-55"
5896,1987,Master,Married,,0,0,"03-18-2014",94,0,272,7,80,20,7,11,1,0,0,0,0,0,0,4,4,6,2," $73,395.00 ","","","0",39,"36-45"
5899,1950,PhD,Together,,1,1,"03-13-2014",68,0,28,0,6,1,1,13,1,0,0,1,0,0,0,1,0,0,20," $5,648.00 ","","","1",76,"56+"
5907,1952,Master,Married,,1,1,"03-11-2012",24,0,8,0,8,0,0,2,1,0,0,0,0,0,0,1,0,2,8," $33,444.00 ","","","0",74,"56+"
5909,1964,Graduation,Married,,0,1,"09-19-2013",25,0,895,10,101,13,0,152,5,0,0,0,0,0,0,3,4,8,8," $58,512.00 ","","","0",62,"56+"
5922,1974,PhD,Married,,0,1,"10-13-2013",48,0,210,0,6,0,0,2,2,0,0,0,0,0,0,4,1,5,7," $40,344.00 ","","","0",52,"46-55"
5929,1973,PhD,Married,,1,0,"06-05-2014",14,0,19,3,19,3,1,3,2,0,0,0,0,0,0,2,0,3,7," $37,401.00 ","","","0",53,"46-55"
5935,1956,Master,Single,,0,1,"12-24-2012",60,0,547,7,140,0,7,63,3,0,0,0,0,0,0,7,5,8,5," $55,284.00 ","","","0",70,"56+"
5939,1971,Graduation,Together,,1,1,"01-17-2014",84,0,43,5,28,7,6,33,4,0,0,0,0,0,0,3,1,3,5," $38,232.00 ","","","0",55,"46-55"
5948,1975,Graduation,Single,,0,1,"04-29-2014",96,0,143,6,52,11,8,17,2,0,0,0,0,0,0,4,1,5,5," $57,338.00 ","","","0",51,"46-55"
5954,1972,Master,Divorced,,1,0,"09-10-2013",92,0,76,14,74,13,5,10,2,0,0,0,0,0,0,5,0,4,8," $42,618.00 ","","","0",54,"46-55"
5955,1962,Graduation,Together,,0,0,"11-17-2012",27,0,833,33,549,151,133,233,1,0,0,0,0,0,0,4,3,8,3," $72,025.00 ","","","0",64,"56+"
5956,1948,PhD,Divorced,,1,2,"10-16-2013",74,0,144,2,99,7,2,30,5,0,0,0,0,0,0,6,1,4,8," $45,072.00 ","","","0",78,"56+"
5959,1968,Graduation,Single,,1,1,"10-15-2012",80,0,158,0,23,0,0,18,6,0,0,0,0,0,0,3,1,5,8," $35,893.00 ","","","0",58,"56+"
5961,1978,Graduation,Married,,1,0,"07-06-2014",29,0,8,4,20,6,3,16,1,0,0,0,0,0,0,1,0,3,5," $42,693.00 ","","","0",48,"46-55"
5966,1974,PhD,Married,,1,1,"10-11-2012",64,0,203,0,10,0,0,2,5,0,0,0,1,0,0,3,1,6,6," $45,207.00 ","","","1",52,"46-55"
5967,1952,Graduation,Together,,1,1,"07-18-2013",60,0,26,2,19,10,5,8,3,0,0,0,0,0,0,2,1,3,8," $33,402.00 ","","","0",74,"56+"
5975,1967,PhD,Single,,1,0,"09-30-2013",82,0,37,0,17,0,0,3,1,0,0,0,0,0,0,2,0,3,7," $40,304.00 ","","","0",59,"56+"
5985,1965,Master,Single,,0,1,"10-13-2012",0,0,80,1,37,0,1,3,3,0,0,0,0,0,0,2,1,4,7," $33,168.00 ","","","0",61,"56+"
5987,1989,"2n Cycle",Together,,1,0,"04-05-2014",52,0,2,2,11,10,6,12,2,0,0,0,0,0,0,1,0,4,5," $10,404.00 ","","","0",37,"36-45"
5989,1959,"2n Cycle",Divorced,,0,1,"04-16-2013",51,0,752,122,476,39,153,34,1,0,0,0,0,0,0,10,2,11,8," $78,353.00 ","","","0",67,"56+"
5991,1949,Master,Married,,0,1,"08-06-2013",24,0,173,2,39,3,2,47,3,0,0,0,0,0,0,5,1,4,7," $48,150.00 ","","","0",77,"56+"
5995,1962,Graduation,Divorced,,1,1,"12-18-2012",54,0,165,3,147,4,24,41,7,0,0,0,0,0,1,6,2,5,8," $39,552.00 ","","","1",64,"56+"
6001,1979,Graduation,Married,,0,1,"02-01-2013",62,0,614,35,160,58,35,35,2,0,0,0,0,0,0,5,8,10,5," $56,775.00 ","","","0",47,"46-55"
6019,1971,PhD,Married,,1,0,"03-30-2014",9,0,45,3,9,4,4,7,1,0,0,1,0,0,1,1,2,2,6," $37,126.00 ","","","2",55,"46-55"
6024,1953,Graduation,Together,,0,0,"04-03-2013",62,0,1111,24,790,160,45,172,0,1,0,0,1,1,1,5,8,5,2," $94,384.00 ","","","4",73,"56+"
6036,1959,Master,Together,,0,0,"03-17-2014",78,0,1168,92,408,72,129,55,1,0,0,0,0,1,0,5,6,7,1," $89,120.00 ","","","1",67,"56+"
6049,1982,Master,Together,,0,0,"05-12-2013",85,0,1142,51,415,90,69,37,1,1,0,1,0,0,0,7,8,11,3," $73,450.00 ","","","2",44,"36-45"
6050,1975,"2n Cycle",Married,,0,1,"11-12-2012",33,0,1171,43,219,19,14,47,4,0,0,1,0,0,0,6,3,13,9," $57,036.00 ","","","1",51,"46-55"
6055,1979,Graduation,Married,,0,0,"01-11-2012",94,0,546,72,376,94,145,72,1,0,0,0,1,0,0,5,5,8,3," $71,626.00 ","","","1",47,"46-55"
6059,1953,PhD,Together,,1,2,"04-03-2013",81,0,986,36,168,16,0,108,7,0,0,0,0,0,1,11,3,4,7," $64,504.00 ","","","1",73,"56+"
6071,1989,Graduation,Single,,0,0,"07-19-2013",77,0,493,70,324,146,40,84,1,0,0,0,0,0,0,3,7,11,1," $81,217.00 ","","","0",37,"36-45"
6072,1970,Master,Single,,0,0,"02-02-2013",16,0,918,57,842,99,38,133,1,1,0,0,0,0,1,5,8,6,3," $75,345.00 ","","","2",56,"56+"
6086,1955,Graduation,Married,,0,0,"11-23-2013",62,0,445,25,706,80,76,48,1,1,0,0,0,0,0,6,5,12,2," $80,395.00 ","","","1",71,"56+"
6097,1959,Graduation,Single,,1,1,"01-16-2013",64,0,313,8,104,6,4,126,9,0,0,0,0,0,0,8,1,6,9," $50,664.00 ","","","0",67,"56+"
6103,1948,Graduation,Married,,0,0,"06-09-2013",40,0,40,15,15,17,6,7,1,0,0,0,0,0,0,2,1,3,4," $42,192.00 ","","","0",78,"56+"
6116,1968,"2n Cycle",Married,,0,1,"05-07-2013",13,0,19,13,18,10,7,8,1,0,0,0,0,0,0,1,1,3,3," $48,985.00 ","","","0",58,"56+"
6119,1963,PhD,Single,,1,1,"10-05-2013",52,0,10,0,3,0,0,4,1,0,0,0,0,0,0,1,0,2,6," $36,736.00 ","","","0",63,"56+"
6131,1980,"2n Cycle",Married,,1,1,"01-12-2013",87,0,141,70,106,72,19,23,2,0,0,0,0,0,0,4,2,8,3," $70,829.00 ","","","0",46,"46-55"
6141,1972,Master,Single,,1,0,"04-25-2013",46,0,191,9,97,0,6,82,2,0,0,0,0,0,0,6,1,5,7," $49,494.00 ","","","0",54,"46-55"
6142,1943,Master,Married,,0,0,"08-20-2013",65,1,629,17,177,69,0,8,1,0,0,0,0,0,0,5,3,5,2," $65,073.00 ","","","0",83,"56+"
6147,1971,Graduation,Divorced,,1,0,"10-18-2012",51,0,5,2,8,2,2,9,1,0,0,0,0,0,0,0,1,2,7," $25,818.00 ","","","0",55,"46-55"
6168,1963,Graduation,Divorced,,1,1,"07-15-2013",28,0,33,0,5,0,0,15,2,0,0,0,0,0,0,1,1,2,4," $45,146.00 ","","","0",63,"56+"
6173,1979,Graduation,Together,,0,1,"02-11-2013",46,0,425,115,292,23,35,79,1,0,0,0,0,0,0,6,6,11,3," $77,298.00 ","","","0",47,"46-55"
6177,1985,PhD,Married,,1,0,"08-05-2013",32,0,76,10,56,3,1,23,2,0,0,0,0,0,0,4,0,4,8," $33,454.00 ","","","0",41,"36-45"
6181,1950,"2n Cycle",Together,,0,0,"07-31-2012",36,0,488,21,238,56,108,28,1,0,0,0,0,0,0,8,7,11,6," $52,203.00 ","","","0",76,"56+"
6182,1984,Graduation,Together,,1,0,"10-02-2014",26,0,11,4,20,10,3,5,2,0,0,0,0,0,0,2,0,4,6," $26,646.00 ","","","0",42,"36-45"
6183,1962,Master,Married,,0,1,"10-06-2013",3,0,62,1,44,6,5,22,1,0,0,0,0,0,0,2,1,4,4," $58,646.00 ","","","0",64,"56+"
6184,1969,PhD,Married,,0,0,"12-12-2012",6,0,561,64,785,84,128,48,1,0,0,0,0,0,0,3,3,8,1," $68,462.00 ","","","0",57,"56+"
6197,1962,PhD,Single,,1,1,"04-20-2013",39,0,37,0,17,0,0,3,3,0,0,0,0,0,0,3,0,3,9," $27,238.00 ","","","0",64,"56+"
6200,1951,Graduation,Married,,0,1,"08-04-2013",50,0,340,108,185,130,38,100,2,0,0,0,0,0,0,6,6,9,3," $75,903.00 ","","","0",75,"56+"
6201,1978,Graduation,Single,,1,1,"11-29-2013",45,1,22,2,14,0,1,10,2,0,0,0,0,0,0,2,0,3,7," $38,643.00 ","","","0",48,"46-55"
6202,1960,Graduation,Together,,0,1,"05-10-2012",78,0,571,50,142,33,50,159,4,0,0,0,0,0,0,4,5,13,2," $63,381.00 ","","","0",66,"56+"
6203,1947,Graduation,Together,,0,0,"08-24-2013",58,0,499,149,815,173,49,49,1,0,0,0,0,0,0,6,7,12,3," $74,485.00 ","","","0",79,"56+"
6205,1967,Master,Single,,1,0,"02-24-2014",13,0,34,3,29,0,4,10,3,0,0,0,0,0,1,2,1,3,5," $32,557.00 ","","","1",59,"56+"
6211,1976,PhD,Together,,1,0,"02-05-2014",47,0,18,0,9,0,1,11,1,0,0,0,0,0,0,1,0,3,6," $37,395.00 ","","","0",50,"46-55"
6214,1982,Master,Married,,1,0,"05-04-2013",53,0,14,10,29,4,7,15,1,0,0,0,0,0,0,2,0,3,6," $43,815.00 ","","","0",44,"36-45"
6215,1977,Graduation,Married,,1,1,"12-29-2013",24,0,10,0,10,3,1,7,2,0,0,0,0,0,1,1,1,2,8," $31,353.00 ","","","1",49,"46-55"
6218,1965,Graduation,Married,,0,1,"10-20-2012",74,0,457,4,29,0,0,9,1,0,0,0,1,0,0,8,1,7,7," $59,594.00 ","","","1",61,"56+"
6222,1967,Graduation,Married,,2,1,"10-28-2013",28,0,25,0,8,2,0,2,2,0,0,0,0,0,0,2,0,3,7," $22,574.00 ","","","0",59,"56+"
6230,1971,Graduation,Divorced,,1,1,"02-15-2013",53,0,110,5,59,7,1,7,5,0,0,0,0,0,0,5,0,4,8," $44,421.00 ","","","0",55,"46-55"
6233,1976,Graduation,Married,,0,1,"07-09-2012",21,0,507,19,364,25,47,9,3,0,0,0,0,0,0,9,5,10,7," $65,991.00 ","","","0",50,"46-55"
6237,1966,PhD,Single,,0,2,"07-12-2013",92,0,81,4,33,5,2,291,0,0,0,0,0,0,0,23,1,1,0," $7,144.00 ","","","0",60,"56+"
6245,1950,PhD,Together,,0,1,"06-13-2013",71,0,378,14,68,19,14,14,2,0,0,0,0,0,0,3,5,8,3," $59,292.00 ","","","0",76,"56+"
6246,1953,Graduation,Single,,0,0,"11-13-2013",40,0,703,102,601,0,58,43,1,0,0,0,0,0,1,3,11,8,1," $73,892.00 ","","","1",73,"56+"
6248,1947,Master,Single,,0,0,"10-17-2013",47,0,1276,24,746,94,29,48,0,0,0,0,0,1,1,9,7,11,3," $91,712.00 ","","","2",79,"56+"
6250,1949,PhD,Widow,,0,1,"11-19-2012",62,0,710,15,30,20,0,0,3,0,0,0,0,0,1,11,2,8,8," $54,356.00 ","","","1",77,"56+"
6255,1952,Master,Together,,0,1,"03-06-2014",29,0,138,39,63,55,18,21,1,0,0,0,0,0,0,4,1,7,2," $70,545.00 ","","","0",74,"56+"
6257,1976,Master,Single,,0,1,"01-23-2013",81,0,255,43,134,37,14,24,1,0,0,0,0,0,0,7,2,7,7," $60,482.00 ","","","0",50,"46-55"
6260,1955,Master,Together,,0,0,"11-19-2012",55,0,984,51,432,180,120,190,1,0,0,0,0,1,1,3,10,13,1," $82,384.00 ","","","2",71,"56+"
6261,1979,Graduation,Married,,0,1,"11-26-2013",81,0,270,31,88,11,48,22,3,0,0,0,0,0,0,3,2,10,4," $58,025.00 ","","","0",47,"46-55"
6262,1962,Master,Single,,0,0,"10-04-2013",93,0,816,42,450,55,56,154,1,0,0,0,0,0,0,3,10,8,2," $72,217.00 ","","","0",64,"56+"
6263,1968,Graduation,Together,,1,2,"08-22-2012",34,0,28,9,37,12,7,13,3,0,0,0,0,0,0,2,0,4,8," $35,322.00 ","","","0",58,"56+"
6271,1952,PhD,Married,,0,1,"06-19-2014",13,0,53,0,8,0,0,2,1,0,0,0,0,0,0,2,0,3,5," $50,870.00 ","","","0",74,"56+"
6274,1948,Master,Married,,0,0,"11-15-2013",81,0,1076,16,417,42,48,16,1,0,0,0,1,1,0,8,10,6,3," $83,790.00 ","","","2",78,"56+"
6281,1966,Graduation,Divorced,,0,1,"02-14-2013",27,0,673,0,199,37,47,26,2,0,0,1,0,0,0,6,3,5,4," $55,686.00 ","","","1",60,"56+"
6283,1968,Master,Divorced,,0,1,"04-21-2013",64,0,635,15,100,20,7,131,1,0,0,0,0,0,0,9,3,9,6," $63,841.00 ","","","0",58,"56+"
6287,1986,Graduation,Together,,1,0,"07-30-2013",2,0,14,0,16,0,0,6,1,0,0,0,0,0,1,1,1,2,6," $34,728.00 ","","","1",40,"36-45"
6289,1951,Master,Together,,1,1,"04-28-2013",85,0,135,0,10,0,4,36,2,0,0,0,0,0,0,3,1,4,5," $59,385.00 ","","","0",75,"56+"
6292,1986,PhD,Married,,0,0,"03-30-2013",60,0,1311,0,359,46,89,17,1,0,0,0,0,1,1,4,3,10,2," $82,333.00 ","","","2",40,"36-45"
6295,1977,Graduation,Married,,0,1,"04-02-2013",46,0,652,8,158,21,0,142,4,0,0,0,0,0,0,11,6,5,8," $54,233.00 ","","","0",49,"46-55"
6299,1968,PhD,Divorced,,0,1,"02-01-2013",28,0,324,48,186,39,18,198,6,0,0,1,0,0,1,6,8,4,7," $42,564.00 ","","","2",58,"56+"
6303,1986,PhD,Together,,0,0,"11-23-2013",72,0,410,73,747,76,161,30,0,0,0,0,0,0,0,5,5,12,1," $91,820.00 ","","","0",40,"36-45"
6310,1978,Graduation,Married,,1,0,"09-09-2013",4,0,30,8,12,8,8,12,1,0,0,0,0,0,0,2,0,4,5," $33,039.00 ","","","0",48,"46-55"
6312,1959,Graduation,Married,,0,1,"03-17-2013",29,0,258,107,291,84,37,86,4,0,0,0,0,0,0,10,3,13,7," $65,031.00 ","","","0",67,"56+"
6318,1988,Graduation,Married,,0,0,"01-13-2013",48,0,758,12,385,33,89,89,1,0,0,0,0,0,0,9,7,13,4," $68,487.00 ","","","0",38,"36-45"
6320,1976,Master,Single,,0,0,"06-02-2013",42,0,768,44,561,77,44,14,1,0,0,0,0,0,0,6,6,10,3," $70,893.00 ","","","0",50,"46-55"
6327,1967,Graduation,Together,,0,0,"12-19-2013",87,0,565,32,435,28,32,54,1,0,0,0,0,0,0,2,8,6,1," $65,777.00 ","","","0",59,"56+"
6336,1960,Graduation,Married,,1,1,"06-04-2014",55,0,13,2,14,8,7,4,4,0,0,0,0,0,0,2,0,4,6," $29,315.00 ","","","0",66,"56+"
6340,1985,Graduation,Single,,1,0,"10-27-2013",52,0,3,3,7,0,2,11,2,0,0,0,0,0,0,1,0,3,6," $29,938.00 ","","","0",41,"36-45"
6343,1959,Graduation,Married,,0,1,"03-31-2014",6,0,835,73,380,114,73,43,1,0,0,0,1,0,0,6,9,7,2," $79,823.00 ","","","1",67,"56+"
6347,1979,Basic,Single,,1,0,"06-27-2013",26,0,1,1,4,11,9,10,1,0,0,0,0,0,0,1,0,3,8," $15,862.00 ","","","0",47,"46-55"
6349,1987,Master,Divorced,,0,0,"06-07-2013",71,0,621,73,414,78,48,85,1,0,0,0,0,0,0,8,4,6,5," $61,787.00 ","","","0",39,"36-45"
6354,1984,Graduation,Together,,1,0,"08-31-2012",51,0,5,2,16,3,2,19,2,0,0,0,0,0,1,1,1,2,8," $15,345.00 ","","","1",42,"36-45"
6355,1978,Graduation,Married,,1,1,"06-17-2014",19,0,20,0,14,7,3,1,3,0,0,0,0,0,0,2,0,4,3," $44,359.00 ","","","0",48,"46-55"
6357,1959,"2n Cycle",Divorced,,0,1,"11-17-2013",29,0,230,35,75,63,57,31,3,0,0,0,0,0,0,7,1,7,5," $59,052.00 ","","","0",67,"56+"
